protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
socks4,5.45.125.201,1080,Estonia,EE,Jõhvi,elite,true,66.53,AS198068,PAGM network,5290.83,1781708623.3214123
socks4,89.150.40.241,1080,Estonia,EE,Tallinn,elite,true,47.59,AS59711,HZ Hosting Ltd,2570.63,1781708614.6136422
