protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
socks4,45.85.93.15,4567,Switzerland,CH,Geneva,elite,true,24.83,AS199058,Serva ONE LTD,591.58,1782415778.2331097
socks4,45.95.232.35,1080,Switzerland,CH,Zurich,elite,true,88.2,AS215540,Global Connectivity Solutions LLP,1564.98,1782415776.1916935
