protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
http,116.212.149.218,8080,Cambodia,KH,Phnom Penh,transparent,true,8.79,AS38235,MekongNet,4178.52,1780281703.9575071
http,36.37.147.34,8080,Cambodia,KH,Phnom Penh,transparent,true,10.16,AS38623,"VIETTEL (CAMBODIA) PTE., LTD",11070.42,1780281682.4041045
