protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
http,91.217.33.137,8080,Slovakia,SK,Trnava,elite,false,20.27,AS201603,AIRNET s.r.o.,1168.0,1783929560.8095562
http,185.225.204.5,3128,Slovakia,SK,Giraltovce,transparent,false,10.77,AS34820,DELTA ONLINE spol. s r.o.,3136.11,1783929511.6070547
